rawName,type,offsetStart,offsetEnd,nerd_selection_score,wikipediaExternalRef,wikidataId
Léo Hamon,,15,24,0.9955,170238,Q3270480
Leo Hamon,PERSON,44,53,0,,
Paris,,74,79,0.5627,681159,Q90
Léo Hamon,,122,131,0.9955,170238,Q3270480
Leo Hamon72,PERSON,216,227,0,,
Léo Hamon,PERSON,247,256,0.9984,170238,Q3270480
Hervé,PERSON,516,521,0,,
Verdier,BUSINESS,555,562,0,,
marxisme,,624,632,0.7624,45519,Q7264
christianisme,,672,685,0.7077,2991917,Q5043
Crozet,BUSINESS,800,806,0,,
l'homme nouveau,,808,823,0.5519,787105,Q3203718
l'homme nouveau,,854,869,0.5519,787105,Q3203718
Hervé Verdier,PERSON,921,934,0,,
marxiste,,1013,1021,0.6624,45519,Q7264
l'homme nouveau,,1109,1124,0.5519,787105,Q3203718
Gabriel,PERSON,1347,1354,0,,
péché,,1365,1370,0.3552,30429,Q60227
socialisme,,1412,1422,0.6243,7136,Q7272
Georges Sand,PERSON,1626,1638,0.9381,55551,Q3816
Jacques Crouzet,PERSON,1963,1978,0,,
collectivisme,,2119,2132,0.4442,118607,Q237789
Verdier,BUSINESS,2214,2221,0,,
diluviens,,2457,2466,0.4016,32172,Q134052
LUNDI MATIN,,2801,2812,0.8923,1971974,Q3202856
Martel,LOCATION,3189,3195,0,,
Pisani Revu Edouard,PERSON,3424,3443,0,,
commerce extérieur,,3520,3538,0.6062,248019,Q178803
André Hesne,PERSON,4236,4247,0,,
russe,,4304,4309,0.4353,2549,Q159
Loutsk,LOCATION,4347,4353,0.8733,369895,Q7550
Loutsk,LOCATION,4374,4380,0.8733,369895,Q7550
Berlin,BUSINESS,4384,4390,0.8349,7221,Q64
Kief,BUSINESS,4402,4406,0,,
Loutsk,LOCATION,4410,4416,0.8733,369895,Q7550
allemande,,4451,4460,0.5225,1590005,Q183
hitlérisme,,4519,4529,0.6432,1530239,Q7310
espèce,,4540,4546,0.7688,1072,Q7432
union sacrée,,4549,4561,0.9394,224970,Q1431580
Russe,LOCATION,4592,4597,0,,
Comité de l'Allemagne,ORGANISATION,4659,4680,0,,
Marion,PERSON,4764,4770,0,,
juifs,,4823,4828,0.6281,2350680,Q7325
URSS,LOCATION,4892,4896,0.8194,3111,Q15180
URSS,LOCATION,4946,4950,0.8113,3111,Q15180
Baléares,,5140,5148,0.6502,43308,Q5765
Espagne,LOCATION,5218,5225,0.8113,4906662,Q29
Hesse,,5237,5242,0.6354,12575,Q1199
Pyrénées,,5265,5273,0.6559,2456,Q12431
Espagne,LOCATION,5324,5331,0.8113,4906662,Q29
tête de pont,,5418,5430,0.6036,979352,Q996524
Georges Picot,PERSON,5515,5528,0.9983,1417201,Q1313582
Georges,PERSON,6081,6088,0,,
communisme,,6669,6679,0.6194,5349064,Q6186
prolétariat,,6890,6901,0.57,105244,Q132603
conscience de classe,,6933,6953,0.9468,870987,Q1066261
l'homme nouveau,,7062,7077,0.8766,787105,Q3203718
Toulouse,LOCATION,7715,7723,0.7841,2996,Q7880
Georges,PERSON,8316,8323,0,,
Tristan,PERSON,8354,8361,0,,
moralisme,,8501,8510,0.4894,7145,Q48324
J.H Simon,PERSON,8558,8567,0,,
OCM,ORGANISATION,8569,8572,0.7778,958564,Q3355964
Sermois,BUSINESS,8626,8633,0,,
Georges Sand,PERSON,9800,9812,0.9381,55551,Q3816
France,LOCATION,10031,10037,0.7395,1095,Q142
Mer,BUSINESS,10676,10679,0,,
Londres,LOCATION,10684,10691,0.8431,4924,Q84
Alger,LOCATION,10713,10718,0.8408,107,Q3561
christo,,10801,10808,0.4644,147955,Q158477
Londres,LOCATION,10823,10830,0.8431,4924,Q84
Alger,,10862,10867,0.7216,107,Q3561
Londres,LOCATION,10887,10894,0.8431,4924,Q84
Albert Bayet,PERSON,10896,10908,0.9961,3341097,Q2830943
Dumont,BUSINESS,10952,10958,0,,
Défense de la France,ORGANISATION,10962,10982,0.9945,1020642,Q949286
D.F,BUSINESS,11000,11003,0,,
ci-devant,,11358,11367,0.6433,143024,Q2883653
Dumont,BUSINESS,11496,11502,0,,
champ de bataille,,12246,12263,0.3533,2675517,Q718893
champ de courses,,12317,12334,0.5814,237306,Q11822917
Dumont,BUSINESS,12427,12433,0,,
billets de banque,,12702,12719,0.9436,146308,Q47433
français,,13061,13069,0.647,1095,Q142
billet de banque,,13374,13390,0.9937,146308,Q47433
Allemagne,LOCATION,13908,13917,0.7793,1590005,Q183
Dumont,BUSINESS,14056,14062,0,,
Dumont,BUSINESS,14350,14356,0,,
système monétaire,,14531,14548,0.5944,996892,Q1773266
question sociale,,14846,14862,0.6058,5161023,Q615133
imagine,,14913,14920,0.364,4020115,Q1971
moyens de paiement,,14952,14970,0.6008,87452,Q1148747
réformes de structure,,15034,15055,0.3658,2502636,Q3454788
moyens de paiement,,15081,15099,0.6008,87452,Q1148747
Dumont,BUSINESS,15357,15363,0,,
réformes de structure,,15494,15515,0.3658,2502636,Q3454788
Michel-Impressions,PERSON,16005,16025,0,,
Michel,PERSON,16440,16446,0,,
Michel,PERSON,16887,16893,0,,
prolétaire,,16978,16988,0.6269,105244,Q132603
Christofle,,17507,17517,0.6586,3826119,Q877056
Mer,BUSINESS,17533,17536,0,,
Français,,17579,17587,0.6535,1095,Q142
Français,,17600,17608,0.6535,1095,Q142
Charles,PERSON,17622,17629,0,,
Christofle,,17853,17863,0.6586,3826119,Q877056
fascistes,,18128,18137,0.5175,1135,Q6223
transformation sociale,,18255,18277,0.3805,195566,Q116348
Libération,LOCATION,18320,18330,0,,
réformes de structure,,18571,18592,0.3658,2502636,Q3454788
Mai dernier,PERSON,18826,18837,0,,
Elisabeth,BUSINESS,19041,19050,0,,
petit bourgeois,,19159,19174,0.5232,605043,Q75617
Paul-Louis,PERSON,19303,19313,0.4086,4207931,Q3370321
grand parti,,19381,19392,0.3975,2497304,Q2421530
Delsol-A Grand,BUSINESS,20078,20094,0,,
Elis,BUSINESS,20482,20486,0,,
Elisab,BUSINESS,21050,21056,0,,
parti de la résistance,,21880,21902,0.52,245013,Q3366943
classes moyennes,,21986,22002,0.619,605057,Q241588
classe ouvrière,,22179,22194,0.9384,36070,Q191159
classes moyennes,,22270,22286,0.619,605057,Q241588
parti politique,,22516,22531,0.9318,39296,Q7278
Vogüé,BUSINESS,22605,22610,0.3683,323512,Q391128
CDLR,ORGANISATION,22612,22616,0.7261,957072,Q2947157
Madelin,PERSON,22645,22652,0,,
Madelin,PERSON,22971,22978,0,,
Anglais,,23018,23025,0.4857,5539,Q1860
américaine,,23026,23036,0.6739,1377936,Q30
Algérie,LOCATION,23123,23130,0.7695,2442293,Q262
Espagne,LOCATION,23165,23172,0.8113,4906662,Q29
France,LOCATION,23404,23410,0.7527,1095,Q142
MLN,,23454,23457,0.3749,509317,Q3326591
N soi,PERSON,23496,23501,0,,
L.M.N la Zone Nord,ARTIFACT,23814,23832,0,,
Zone Sud,,23897,23905,0.5975,58392,Q3575913
impérialisme,,23908,23920,0.6301,56773,Q7260
anti-communisme,,24025,24040,0.9285,387403,Q182121
impérialisme,,24296,24308,0.6301,56773,Q7260
Anti-Co,LOCATION,24339,24346,0,,
Robert de Vogüé,PERSON,24471,24486,0.3997,544001,Q3066069
Christian,PERSON,24762,24771,0,,
Tristan,PERSON,25037,25044,0,,
Tristan,PERSON,25193,25200,0,,
Membre FN,ORGANISATION,25498,25507,0,,
capitalisme,,26062,26073,0.6478,8313,Q6206
fascisme,,26284,26292,0.7277,1135,Q6223
capitalisme,,26555,26566,0.6478,8313,Q6206
capitalisme,,26807,26818,0.663,8313,Q6206
régime capitaliste,,27048,27066,0.5273,8313,Q6206
Allemagne,LOCATION,27153,27162,0.7793,1590005,Q183
garçonne,,27419,27427,0.3735,2372241,Q1483126
tiers parti,,27765,27776,0.3673,2845927,Q3528251
Finlande,LOCATION,27792,27800,0.8123,1094,Q33
Finlande,LOCATION,27955,27963,0.8123,1094,Q33
Finlandais,,27969,27979,0.7131,1094,Q33
finlandaise,,28279,28290,0.6409,1094,Q33
LE LENDEMAIN,ORGANISATION,28339,28351,0,,
Raspail,BUSINESS,28606,28613,0,,
CROUZET,BUSINESS,28939,28946,0,,
indulgent,,29171,29180,0.3545,278869,Q1092496
Italie,LOCATION,29908,29914,0.8043,1492,Q38
anglais,,29949,29956,0.5133,5539,Q1860
Nettuno,LOCATION,29991,29998,0.8273,862783,Q243116
allemand,,30303,30311,0.4442,1590005,Q183
Italie,LOCATION,30343,30349,0.8038,1492,Q38
Adriatique,,30399,30409,0.702,53192,Q13924
Etats Unis,,30463,30473,0.9909,1377936,Q30
illusionnisme,,30566,30579,0.7217,40317,Q148442
tempéré,,30580,30587,0.6396,56411,Q167466
Japon,LOCATION,30634,30639,0.8259,1593,Q17
Robin,BUSINESS,30707,30712,0,,
Hongrie,LOCATION,31081,31088,0.7546,1367,Q28
Roumanie,LOCATION,31090,31098,0.8045,4939,Q218
catholique,,31647,31657,0.6006,571,Q1841
Russie,LOCATION,31823,31829,0.7536,2549,Q159
Berlin,LOCATION,32097,32103,0.8403,7221,Q64
Jean Fournier,PERSON,32223,32236,0,,
Grégoire,BUSINESS,32717,32725,0,,
gaullistes,,32999,33009,0.5818,50270,Q770215
propagande,,33309,33319,0.3571,55647,Q7281
Darland,BUSINESS,33320,33327,0,,
Grégoire,LOCATION,33448,33456,0,,
Thimerais,,34779,34788,0.6869,1152581,Q3526183
interventionniste,,34918,34935,0.5342,135972,Q597339
nationalisation,,34957,34972,0.5927,5118,Q178564
expérience sociale,,35162,35180,0.4706,7494981,Q1388421
satin,,35859,35864,0.5337,394519,Q14298
Dieu merci,,35867,35877,0.5148,1998709,Q21008385
français,,36292,36300,0.647,1095,Q142
matière première,,36372,36388,0.5702,90195,Q192355
symbolisme,,36599,36609,0.4504,20497,Q164800
catholicisme,,37039,37051,0.701,571,Q1841
catholicisme,,37161,37173,0.701,571,Q1841
Espagne,LOCATION,37184,37191,0.8113,4906662,Q29
fétichisme,,37999,38009,0.4305,212062,Q182116
fol,,38675,38678,0.4858,360981,Q3240442
catholique,,38888,38898,0.6114,571,Q1841
Tristan,PERSON,39089,39096,0,,
Jules Moch,PERSON,39616,39626,0.998,110349,Q2564543
Finlande,LOCATION,39884,39892,0.8083,1094,Q33
Stockholm,LOCATION,39936,39945,0.8812,15791,Q1754
Allemagne,LOCATION,39966,39975,0.7793,1590005,Q183
russe,,40109,40114,0.4608,2549,Q159
allemand,,40118,40126,0.4442,1590005,Q183
communisme,,40456,40466,0.6194,5349064,Q6186
H Simon Février,PERSON,40655,40670,0,,
Charles,PERSON,41250,41257,0,,
Sermoy,PERSON,41352,41358,0,,
Clément,PERSON,41690,41697,0,,
L-A noter,PERSON,42769,42779,0,,
zone Sud,,43001,43009,0.5511,58392,Q3575913
espère,,43082,43088,0.5662,474089,Q1321617
zone Nord,,43103,43112,0.3913,58390,Q3575937
Gringoire,,43662,43671,0.6973,780661,Q3116761
Valat,BUSINESS,43750,43755,0,,
Italie,LOCATION,43887,43893,0.8038,1492,Q38
France,LOCATION,43913,43919,0.7527,1095,Q142
France,LOCATION,44056,44062,0.7527,1095,Q142
Laval,,44067,44072,0.4209,10423,Q184154
France,LOCATION,44132,44138,0.7527,1095,Q142
France,LOCATION,44353,44359,0.7527,1095,Q142
communisme,,44380,44390,0.6194,5349064,Q6186
français,,44510,44518,0.647,1095,Q142
Valat,BUSINESS,44571,44576,0,,
communisme,,44937,44947,0.6194,5349064,Q6186
Mars,BUSINESS,45123,45127,0,,
grand esprit,,45567,45579,0.721,346,Q43004
fronde,,45584,45590,0.383,193233,Q199771
grand siècle,,45613,45625,0.856,2977316,Q1434013
Alger,,45803,45808,0.7311,107,Q3561
France gaulliste,ORGANISATION,45839,45855,0.4979,50270,Q770215
Angleterre,LOCATION,45862,45872,0.7745,4925,Q21
Russie,LOCATION,45907,45913,0.7536,2549,Q159
Téhéran,LOCATION,45933,45940,0.8765,75061,Q3616
gaulliste,,45955,45964,0.6031,50270,Q770215
Angleterre,LOCATION,45990,46000,0.7745,4925,Q21
Mendès France,PERSON,46001,46014,0.6005,2459,Q314265
capitalisme,,46171,46182,0.663,8313,Q6206
socialisme,,46377,46387,0.6321,7136,Q7272
outre-Mer,,46401,46410,0.483,61160,Q203396
France,LOCATION,46523,46529,0.7527,1095,Q142
PC,ORGANISATION,46545,46547,0.7718,5946,Q751046
capitalisme,,46663,46674,0.663,8313,Q6206
de Gaulle,PERSON,46804,46813,0.6493,1019357,Q2042
capitalisme,,46839,46850,0.663,8313,Q6206
gauche du Gaullisme,,46946,46965,0.9282,1737255,Q3099431
Pisani SAMEDI,PERSON,46987,47000,0,,
Edouard J. Piette,PERSON,47051,47068,0,,
Berard,PERSON,47103,47109,0,,
Bérard,PERSON,47346,47352,0,,
inflation,,47401,47410,0.6565,15763,Q35865
inflation,,47522,47531,0.6565,15763,Q35865
inflation,,47738,47747,0.6565,15763,Q35865
française,,48412,48421,0.5583,1095,Q142
RASPAIL,BUSINESS,48517,48524,0,,
anti-communiste,,48588,48603,0.9274,387403,Q182121
Alger,LOCATION,48710,48715,0.8432,107,Q3561
Alger,LOCATION,48898,48903,0.8432,107,Q3561
STO,BUSINESS,49890,49893,0.7977,5108,Q525212
ministère du travail,,49897,49917,0.615,1917905,Q1408517
Jacques,PERSON,50139,50146,0,,
MARCEL,BUSINESS,51116,51122,0,,
FEMME,ORGANISATION,51137,51142,0,,
Michel,PERSON,51143,51149,0,,
émancipation de la femme,,51201,51225,0.9195,1164824,Q223569
marxiste,,51253,51261,0.6443,45519,Q7264
Michelqui,PERSON,51424,51433,0,,
crèches,,51662,51669,0.408,624134,Q364005
grossesse,,51751,51760,0.5803,104366,Q11995
allaitement,,51777,51788,0.635,67629,Q174876
collectivisme,,52425,52438,0.4442,118607,Q237789
socialisme,,52574,52584,0.6321,7136,Q7272
humanisme,,52831,52840,0.6327,1282781,Q46158
prêtre,,53046,53052,0.6195,25470,Q250867
libre examen,,53151,53163,0.4608,4759100,Q1852208
enseignement supérieur,,53494,53516,0.6438,576589,Q136822
Delsol,BUSINESS,53603,53609,0,,
éducation nouvelle,,53676,53694,0.9845,81112,Q834933
socialisme,,53785,53795,0.6321,7136,Q7272
éducation nouvelle,,54007,54025,0.9845,81112,Q834933
anarchie,,54259,54267,0.5903,270,Q31895
éducation nouvelle,,54370,54388,0.9845,81112,Q834933
Hervé Verdier,PERSON,54695,54708,0,,
Michel,PERSON,55136,55142,0,,
métaphysicien,,55274,55287,0.5769,1149807,Q35277
théologien,,55302,55312,0.6503,4626950,Q34178
gaullistes,,55509,55519,0.5818,50270,Q770215
Français,,55546,55554,0.6535,1095,Q142
Rome,LOCATION,55646,55650,0.7754,3324146,Q220
Varsovie,LOCATION,55712,55720,0.8778,3161,Q270
année nouvelle,,55855,55869,0.49,47765,Q34812
condamnés à mort,,55952,55968,0.4714,2381,Q8454
peine capitale,,56043,56057,0.9312,2381,Q8454
Fresnes,LOCATION,56219,56226,0,,
Fresnes,LOCATION,56387,56394,0,,
anti-chrétienne,,56990,57005,0.4663,2000367,Q564862
anti-chrétienne,,57046,57061,0.4663,2000367,Q564862
christianisme,,57146,57159,0.7077,2991917,Q5043
christianisme,,57227,57240,0.7077,2991917,Q5043
Dieu,PERSON,57593,57597,0.3664,7041965,Q190
Algérie,LOCATION,58658,58665,0.7695,2442293,Q262
chez Yvonne,,58878,58889,0.9246,7882708,Q16539065
imagine,,59146,59153,0.364,4020115,Q1971
Bonnes nouvelles,,59264,59280,0.4054,6873373,Q15974595
front sud,,59284,59293,0.3833,5448139,Q1634413
russe,,59294,59299,0.4608,2549,Q159
Mai-Juin,PERSON,59541,59549,0,,
Raspail,BUSINESS,59639,59646,0,,
N.L.,PERSON,59767,59771,0,,
zone Nord,,59815,59824,0.3913,58390,Q3575937
zone Sud,,59866,59874,0.5511,58392,Q3575913
zone Nord,,59879,59888,0.3913,58390,Q3575937
Madelin,PERSON,59907,59914,0,,
Benoit,BUSINESS,60362,60368,0,,
Pierrelot,BUSINESS,60508,60517,0,,
Yves,PERSON,60836,60840,0,,
Brulé-Edouard,BUSINESS,61057,61070,0,,
Bérard,PERSON,61161,61167,0,,
syndicaliste,,61506,61518,0.5663,5612,Q49780
Edouard,PERSON,61553,61560,0,,
Edouard,PERSON,61655,61662,0,,
Directeur des Services de conjoncture,ORGANISATION,61751,61788,0,,
grands magasins,,62637,62652,0.9414,128943,Q216107
pouvoir d'achat,,62723,62738,0.942,446130,Q271969
cher,,62905,62909,0.4733,548,Q3286
prolétariat,,63248,63259,0.57,105244,Q132603
anti-capitalistes,,63307,63324,0.9201,106734,Q389647
Edouard,PERSON,63325,63332,0,,
communisme,,63899,63909,0.6194,5349064,Q6186
régime capitaliste,,63965,63983,0.5142,8313,Q6206
syndicaliste,,64126,64138,0.5708,5612,Q49780
syndicaliste,,64162,64174,0.5708,5612,Q49780
syndicaliste,,64195,64207,0.5708,5612,Q49780
Martel,PERSON,64568,64574,0,,
Lyon,LOCATION,64956,64960,0.8018,802627,Q456
André,BUSINESS,64992,64997,0,,
marché noir,,65342,65353,0.9683,257973,Q50851
Paul André,PERSON,65532,65542,0.5836,947501,Q3370473
anti-communisme,,65581,65596,0.9285,387403,Q182121
Philippe,PERSON,65631,65639,0,,
anti-communisme,,65766,65781,0.9285,387403,Q182121
anti-communiste,,66067,66082,0.9274,387403,Q182121
Pia J. Bernard Diné,PERSON,66170,66189,0,,
Pontaut,BUSINESS,66204,66211,0.379,1264218,Q1587344
Auger-Nous,BUSINESS,66215,66227,0,,
Villion contre Fresney,BUSINESS,66378,66400,0,,
Mars,BUSINESS,66889,66893,0,,
Micheline,PERSON,66928,66937,0,,
snobisme,,67203,67211,0.55,2693637,Q728497
D.F.,PERSON,67433,67437,0.3932,1362179,Q1489
régime constitutionnel,,67511,67533,0.4663,36815,Q41614
l’opinion,,67933,67942,0.3615,7127753,Q14940658
Giraud,BUSINESS,67966,67972,0,,
haute trahison,,68356,68370,0.9587,645404,Q329821
Europe,LOCATION,68385,68391,0.7532,1009,Q46
Vichy,LOCATION,68445,68450,0.4988,15794,Q93351
Washington,LOCATION,68457,68467,0.4975,14361,Q61
double jeu,,68701,68711,0.5168,2721884,Q1251475
extrême-gauche,,68757,68771,0.5468,45056,Q1129409
scepticisme,,68799,68810,0.3955,52377,Q1395219
Yves,PERSON,68829,68833,0,,
Alger,,68866,68871,0.7311,107,Q3561
Laporte,BUSINESS,69130,69137,0,,
protestants,,69182,69193,0.621,2435,Q23540
protestants,,69251,69262,0.621,2435,Q23540
théologie,,69506,69515,0.6786,4626950,Q34178
modernisme,,69520,69530,0.4247,3601835,Q878985
libéralisme,,69537,69548,0.6354,14896,Q6216
Paris,LOCATION,69742,69747,0.7837,681159,Q90
Hachette,BUSINESS,69982,69990,0.4871,74663,Q349566
Dumont,BUSINESS,70388,70394,0,,
parti socialiste,,70635,70651,0.867,3012989,Q170972
Churchill,PERSON,70902,70911,0.3756,15797,Q8016
russe,,71235,71240,0.4608,2549,Q159
après guerre,,71287,71299,0.3672,531776,Q1201472
Etats-Unis,LOCATION,71304,71314,0.9605,1377936,Q30
Grande-Bretagne,LOCATION,71321,71336,0.9828,1312,Q23666
capitalisme,,71580,71591,0.6478,8313,Q6206
assurance sociale,,71636,71653,0.4477,1067005,Q7653906
plan Beveridge,,71657,71671,0.986,9922126,Q2583737
Crozet,BUSINESS,71755,71761,0,,
Jésuitière-Il cite,LOCATION,71767,71787,0,,
catholique,,72254,72264,0.6114,571,Q1841
breton,,72322,72328,0.616,493,Q12107
Hervé Verdier,PERSON,72616,72629,0,,
imagine,,72757,72764,0.364,4020115,Q1971
nouveau parti socialiste,,72782,72806,0.496,3012989,Q170972
Delsol,BUSINESS,73780,73786,0,,
Col,BUSINESS,74345,74348,0,,
propagande,,74759,74769,0.3571,55647,Q7281
Philippe Henriot,PERSON,74773,74789,0.9992,64310,Q527116
classe ouvrière,,75023,75038,0.9384,36070,Q191159
terrorisme,,75088,75098,0.6328,21284,Q7283
dépression,,75212,75222,0.413,90803,Q42844
anti-communisme,,75617,75632,0.9285,387403,Q182121
Henriot,PERSON,75655,75662,0,,
Pettiaux,PERSON,75687,75695,0,,
serpent de mer,,75790,75804,0.9498,3487962,Q379173
Russie,LOCATION,75975,75981,0.7536,2549,Q159
Ohxolus,PERSON,76034,76041,0,,
Bessarabie,LOCATION,76053,76063,0.9013,1294018,Q174994
débarquement en France,,76155,76177,0.5123,557878,Q16470
Mai-Juin,PERSON,76181,76189,0,,
France,LOCATION,76362,76368,0.7527,1095,Q142
russe,,76405,76410,0.4608,2549,Q159
américaine,,76420,76430,0.6739,1377936,Q30
Balkans,,76440,76447,0.7571,27396,Q23522
Vienne,LOCATION,76540,76546,0.6066,15839,Q1741
Athènes,LOCATION,76600,76607,0.8558,1186969,Q1524
anglo-saxons,,76724,76736,0.5287,49598,Q32768
anglo-saxons,,76797,76809,0.5287,49598,Q32768
Durope Cccidentale,ORGANISATION,77018,77036,0,,
Eriand,BUSINESS,77089,77095,0,,
France,LOCATION,77119,77125,0.7527,1095,Q142
Suède,LOCATION,77240,77245,0.7593,4094483,Q34
MAEDI,,77423,77428,0.7231,644019,Q789848
Nouveaux Nemps,PERSON,77490,77504,0,,
genre,,77548,77553,0.701,29592,Q34740
fanatisme,,78099,78108,0.4558,137091,Q489750
MERREDI El-Revu Tristan,PERSON,78216,78241,0,,
breton,,78370,78376,0.6231,493,Q12107
Rome,LOCATION,78589,78593,0.7754,3324146,Q220
Eglise officielle,,79153,79170,0.9861,104600,Q6423963
pasteur,,79352,79359,0.5877,2449,Q152002
vie religieuse,,79394,79408,0.5959,1290446,Q167847
français,,79454,79462,0.647,1095,Q142
Allemagne,LOCATION,79466,79475,0.7793,1590005,Q183
protestants,,79504,79515,0.63,2435,Q23540
vie religieuse,,79778,79792,0.5959,1290446,Q167847
France,LOCATION,79859,79865,0.7527,1095,Q142
russe,,79898,79903,0.4608,2549,Q159
américain,,79921,79930,0.6921,1377936,Q30
Russie,LOCATION,80012,80018,0.7536,2549,Q159
débâcle allemande,,80095,80112,0.5252,1097842,Q852365
Churchill,PERSON,80150,80159,0.3756,15797,Q8016
DAMEE,ORGANISATION,80294,80299,0,,
pasteur,,80338,80345,0.596,2449,Q152002
vie religieuse,,80353,80367,0.5959,1290446,Q167847
aumônier,,80690,80698,0.6034,1146171,Q1657500
aumônier,,80752,80760,0.6034,1146171,Q1657500
concubinage,,81245,81256,0.6195,1533226,Q188790
christianisme,,81577,81590,0.7077,2991917,Q5043
français,,81734,81742,0.647,1095,Q142
catholique,,81889,81899,0.6114,571,Q1841
catholique,,81937,81947,0.6114,571,Q1841
l’effort,,82572,82580,0.4975,7018107,Q16650968
socialisme,,82983,82993,0.6243,7136,Q7272
